3.991926e+002,0.000000e+000
4.001569e+002,0.000000e+000
4.011211e+002,1.811011e-002
4.020853e+002,1.549961e-002
4.030496e+002,1.288910e-002
4.040138e+002,1.147911e-002
4.049780e+002,1.054356e-002
4.059423e+002,9.863360e-003
4.069065e+002,9.118092e-003
4.078707e+002,7.785852e-003
4.088350e+002,6.252056e-003
4.097992e+002,4.620912e-003
4.107634e+002,3.214138e-003
4.117277e+002,2.483545e-003
4.126919e+002,2.143054e-003
4.136561e+002,2.145131e-003
4.146204e+002,2.225947e-003
4.155846e+002,2.067139e-003
4.165488e+002,1.784777e-003
4.175131e+002,1.392646e-003
4.184773e+002,8.792335e-004
4.194415e+002,2.310481e-004
4.204058e+002,-5.321970e-004
4.213700e+002,-1.507272e-003
4.223342e+002,-2.358217e-003
4.232985e+002,-2.759276e-003
4.242627e+002,-2.776611e-003
4.252269e+002,-2.211404e-003
4.261912e+002,-1.532845e-003
4.271554e+002,-1.173860e-003
4.281196e+002,-1.044414e-003
4.290839e+002,-1.287649e-003
4.300481e+002,-1.636952e-003
4.310123e+002,-1.846057e-003
4.319766e+002,-1.997053e-003
4.329408e+002,-2.089940e-003
4.339050e+002,-2.124718e-003
4.348693e+002,-2.124493e-003
4.358335e+002,-2.019947e-003
4.367977e+002,-1.679142e-003
4.377620e+002,-1.313051e-003
4.387262e+002,-1.067832e-003
4.396904e+002,-1.005990e-003
4.406547e+002,-1.349903e-003
4.416189e+002,-1.766108e-003
4.425831e+002,-2.004979e-003
4.435474e+002,-2.037372e-003
4.445116e+002,-1.665425e-003
4.454758e+002,-1.145671e-003
4.464401e+002,-6.837085e-004
4.474043e+002,-2.344781e-004
4.483685e+002,1.917357e-004
4.493328e+002,5.553657e-004
4.502970e+002,8.329796e-004
4.512612e+002,9.658888e-004
4.522255e+002,8.366219e-004
4.531897e+002,5.980942e-004
4.541539e+002,3.517334e-004
4.551182e+002,1.345306e-004
4.560824e+002,3.829256e-005
4.570466e+002,0.000000e+000
4.580109e+002,-2.943651e-006
4.589751e+002,0.000000e+000
4.599393e+002,-4.272019e-005
4.609036e+002,-8.743216e-005
4.618678e+002,-1.240188e-004
4.628320e+002,-1.033664e-004
4.637963e+002,4.867157e-005
4.647605e+002,2.671131e-004
4.657247e+002,5.302367e-004
4.666890e+002,7.824077e-004
4.676532e+002,9.528914e-004
4.686174e+002,1.065266e-003
4.695817e+002,1.129331e-003
4.705459e+002,1.115687e-003
4.715101e+002,9.880261e-004
4.724744e+002,7.768813e-004
4.734386e+002,4.493965e-004
4.744028e+002,1.594341e-004
4.753671e+002,6.609104e-005
4.763313e+002,1.208071e-004
4.772955e+002,3.823953e-004
4.782598e+002,6.878328e-004
4.792240e+002,8.793555e-004
4.801882e+002,1.000000e-003
4.811525e+002,1.019511e-003
4.821167e+002,1.000000e-003
4.830809e+002,1.000000e-003
4.840452e+002,1.000000e-003
4.850094e+002,1.000000e-003
4.859736e+002,1.000000e-003
4.869379e+002,9.922436e-004
4.879021e+002,1.000000e-003
4.888663e+002,1.068039e-003
4.898306e+002,1.124103e-003
4.907948e+002,1.127341e-003
4.917590e+002,1.028306e-003
4.927233e+002,6.955933e-004
4.936875e+002,3.342285e-004
4.946517e+002,9.738038e-005
4.956160e+002,9.217594e-006
4.965802e+002,2.103065e-004
4.975444e+002,5.046228e-004
4.985087e+002,7.342161e-004
4.994729e+002,9.254303e-004
5.004371e+002,1.048670e-003
5.014014e+002,1.113801e-003
5.023656e+002,1.134299e-003
5.033298e+002,1.069736e-003
5.042941e+002,8.493777e-004
5.052583e+002,5.776160e-004
5.062225e+002,3.268562e-004
5.071868e+002,1.223212e-004
5.081510e+002,3.270465e-005
5.091152e+002,0.000000e+000
5.100795e+002,-1.895929e-006
5.110437e+002,0.000000e+000
5.120079e+002,-4.551405e-005
5.129722e+002,-9.198629e-005
5.139364e+002,-1.310207e-004
5.149006e+002,-9.965178e-005
5.158649e+002,1.022429e-004
5.168291e+002,3.715877e-004
5.177933e+002,6.761376e-004
5.187576e+002,9.035228e-004
5.197218e+002,8.964964e-004
5.206860e+002,7.574445e-004
5.216503e+002,5.007532e-004
5.226145e+002,2.331749e-004
5.235787e+002,8.382061e-005
5.245430e+002,0.000000e+000
5.255072e+002,-1.738532e-005
5.264714e+002,0.000000e+000
5.274357e+002,1.770511e-005
5.283999e+002,4.499024e-005
5.293641e+002,1.014926e-004
5.303284e+002,1.216304e-004
5.312926e+002,4.532542e-005
5.322568e+002,-1.242952e-004
5.332211e+002,-4.635217e-004
5.341853e+002,-7.941797e-004
5.351495e+002,-9.548687e-004
5.361138e+002,-9.715577e-004
5.370780e+002,-7.717178e-004
5.380422e+002,-4.894409e-004
5.390065e+002,-2.639678e-004
5.399707e+002,-7.324219e-006
5.409349e+002,3.714246e-004
5.418992e+002,7.241571e-004
5.428634e+002,9.418871e-004
5.438276e+002,9.981432e-004
5.447919e+002,7.598182e-004
5.457561e+002,4.378331e-004
5.467203e+002,2.078248e-004
5.476846e+002,4.253796e-005
5.486488e+002,-3.436966e-006
5.496130e+002,0.000000e+000
5.505773e+002,4.605185e-006
5.515415e+002,0.000000e+000
5.525057e+002,-6.138135e-005
5.534700e+002,-1.162209e-004
5.544342e+002,-1.289710e-004
5.553984e+002,-6.388665e-005
5.563627e+002,1.646725e-004
5.573269e+002,4.425680e-004
5.582911e+002,6.908342e-004
5.592554e+002,8.895942e-004
5.602196e+002,9.727363e-004
5.611838e+002,1.000000e-003
5.621481e+002,1.006900e-003
